"opportunity_id","opportunity_number","opportunity_title","opportunity_status","agency_code","category","category_explanation","post_date","close_date","close_date_description","archive_date","is_cost_sharing","expected_number_of_awards","estimated_total_program_funding","award_floor","award_ceiling","additional_info_url","additional_info_url_description","opportunity_assistance_listings","funding_instruments","funding_categories","funding_category_description","applicant_types","applicant_eligibility_description","agency_name","top_level_agency_name","agency_contact_description","agency_email_address","agency_email_address_description","is_forecast","forecasted_post_date","forecasted_close_date","forecasted_close_date_description","forecasted_award_date","forecasted_project_start_date","fiscal_year","created_at","updated_at","summary_description"
"a975ac4b-ca02-4d2b-8dcd-c75493f04087","NOT-RM-25-026","PRIMED-AI: Logistics Center (U24 Clinical Trial Not Allowed)","forecasted","HHS-NIH11","discretionary","","2025-06-06","","","","False","","2750000","","","","","93.310|Trans-NIH Research Support","cooperative_agreement","health","","public_and_state_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3;independent_school_districts;private_institutions_of_higher_education;for_profit_organizations_other_than_small_businesses;state_governments;small_businesses;other_native_american_tribal_organizations;county_governments;public_and_indian_housing_authorities;federally_recognized_native_american_tribal_governments","","National Institutes of Health","Department of Health and Human Services","","ODPRIMED-AI@od.nih.gov","ODPRIMED-AI@od.nih.gov","True","2025-07-01","2025-11-01","","2026-09-01","2026-09-01","2027","2025-06-06 15:35:35+00:00","2025-06-06 15:35:35+00:00","<p><span style=""color: rgb(51, 51, 51);"">The NIH Common Fund, with other NIH Institutes and Centers (ICs), intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications for the&nbsp;</span><strong style=""color: rgb(51, 51, 51);"">Precision Medicine with Artificial Intelligence - Integrating Imaging with Multimodal Data (PRIMED-AI) program, which seeks&nbsp;</strong><span style=""color: rgb(51, 51, 51);"">to develop innovative, reliable, and cost-effective AI-based tools that integrate clinical imaging with other health data types to enhance personalized medicine for patients with chronic and other health conditions. The program’s&nbsp;</span><strong style=""color: rgb(51, 51, 51);"">Logistics Center initiative&nbsp;</strong><span style=""color: rgb(51, 51, 51);"">will provide administrative infrastructure through three integrated Cores (i.e., Administration, Evaluation, and Outreach) to manage the consortium’s steering committee, governance boards, workshops, code-a-thons, community interfaces, outreach, and coordination of teaming activities. Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects.&nbsp;This NOFO will utilize the U24 activity code. Investigators with expertise and insights into building and managing&nbsp;administrative infrastructure to foster communication and maximize program impact&nbsp;are encouraged to begin to consider applying for this new NOFO.&nbsp;</span></p>"
"ae75aa4f-e367-4730-8524-b54dd8e38b66","NOT-DK-26-307","New Generation of Glucose Control Technologies Incorporating AI/ML Tools/Strategies","forecasted","HHS-NIH11","discretionary","","2025-06-18","","","","False","6","3000000","","","","","93.847|Diabetes, Digestive, and Kidney Diseases Extramural Research","grant","health","","other_native_american_tribal_organizations;independent_school_districts;nonprofits_non_higher_education_with_501c3;public_and_indian_housing_authorities;for_profit_organizations_other_than_small_businesses;other;small_businesses;federally_recognized_native_american_tribal_governments;state_governments;private_institutions_of_higher_education;public_and_state_institutions_of_higher_education;county_governments","Indian/Native American Tribal Governments (Other than Federally Recognized); Eligible Agencies of the Federal Government; U.S. Territory or Possession;  Faith-based or Community-based Organizations; Regional Organizations Non-domestic (non-U.S.) Entities (Foreign Institutions)","National Institutes of Health","Department of Health and Human Services","","ga96b@nih.gov","ga96b@nih.gov","True","2025-09-01","2025-10-01","","2026-06-01","2026-07-01","2026","2025-05-29 19:34:02+00:00","2025-06-18 17:21:04+00:00","<p><span style=""color: rgb(51, 51, 51);"">The NIDDK, intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications for research&nbsp;to overcome barriers that limit progress toward more effective open- and closed-loop diabetes control systems. This may include research that addresses: 1)&nbsp;innovation of sensing relevant analytes/physiologic signals; 2) novel formulation and delivery of hormones; 3) artificial intelligence (AI)/machine learning (ML)-driven tools/algorithms;&nbsp;and 4) digital twin modeling to augment decision support and&nbsp;automated control systems with the goal of improving glycemic control, reducing burden of care, and enhancing quality of life of people with T1D. Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects.&nbsp;This NOFO will utilize the R01-research project grant activity code. Investigators with expertise and insights into this area of science and technology development are encouraged to begin to consider applying for this new NOFO. In addition, collaborative investigations combining expertise in endocrine physiology, behavioral science and interventions,&nbsp;data science, artificial intelligence, machine learning&nbsp;and smart/adaptable algorithms, digital twins, decision support systems, precision and personalized medicine,&nbsp;design of mobile/ wearable devices sensing multiple analytes, hormone formulation and delivery by closed loop systems, in silico modeling, preclinical and clinical testing will be encouraged and these investigators should also begin considering applying for this application.&nbsp;</span></p>"
"3c0e6fe6-7711-4144-99eb-04d21157aef9","N0001425SBC03","Broad Agency Announcement (BAA) Call N0001425SBC03 For Office of Naval Research (ONR) Global Opportunity: GlobalX Innovation Joint Challenge: AI for Advancing Maritime Security","posted","DOD-ONR","discretionary","","2025-05-06","","See announcement package for full submission deadline details.","2025-09-30","False","","","0","500000","","","12.300|Basic and Applied Scientific Research","grant","science_technology_and_other_research_and_development","","other","See full eligibility requirements in pages 2 - 3 of this announcement package, as well as Broad Agency Announcement N0001425SB001.","Office of Naval Research","Department of Defense","ONR Global Grants Team","usn.ncr.onrghq.list.grantsproposals@us.navy.mil","ONR Global Grants Team","False","","","","","","","2025-05-06 13:14:44+00:00","2025-05-06 13:14:44+00:00","<p>This BAA Call announces the GlobalX Innovation Joint Challenge: AI for Advancing Maritime Security and describes new funding to be awarded under authority of N0001425SB001, Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology. See related documents for full details.</p>"
"f3b7c04e-a364-4193-9c76-96aea974d618","W519TC-25-S-0001","Broad Agency Announcement for Fundamental AI Research","forecasted","DOD-AMC-ACCRI","discretionary","","2025-04-16","","","","False","","","","","","","12.431|Basic Scientific Research","cooperative_agreement","science_technology_and_other_research_and_development","","other","Eligible applicants under this BAA include institutions of higher education, nonprofit organizations, state and local governments, foreign organizations, foreign public entities, and for-profit organizations (i.e. large and small businesses).","Army Contracting Command Rock Island","Department of Defense","","jordan.m.myers7.civ@army.mil","Work","True","","","","","","2025","2025-04-16 16:42:28+00:00","2025-04-24 19:11:42+00:00","<p>The purpose of this combined Broad Agency Announcement (BAA) under Federal Acquisition Regulation (FAR) Part 35 and Funding Opportunity Announcement (FOA) under 2 Code of Federal Regulations (CFR) 200.204 (henceforth referred to as “BAA”) is to solicit research proposals for submission to the U.S. Army Artificial Intelligence Integration Center (AI2C) for funding consideration.</p><p>&nbsp;</p><p>This Broad Agency Announcement (BAA), for the Army Artificial Intelligence Integration Center (AI2C), is issued under the provisions of paragraph 6.102(d)(2) and 35.016 of the Federal Acquisition Regulation (FAR), which provides for the acquisition of basic, applied, and advanced research and that part of development not related to the development of a specific system or hardware procurement. This will be done through the competitive selection of proposals, and 10 U.S.C. 4001, 10 U.S.C. 4021, and 10 U.S.C. 4022, which provide the authorities for issuing awards under this announcement for basic, applied, and advanced research.&nbsp;The definitions of basic and applied research may be found at 32 CFR 22.105.&nbsp;Proposals submitted in response to this BAA and selected for award are considered to be the result of full and open competition and in full compliance with the provisions of Public Law 98-369, ""The Competition in Contracting Act of 1984"" and subsequent amendments.</p><p>&nbsp;</p><p>The Army Artificial Intelligence Integration Center (AI2C) is seeking artificial intelligence research and development whitepapers and proposals in support of new technologies and translational research-based approaches that support the identification, alignment, and exploitation of basic, applied, and advanced research.</p><p>&nbsp;</p><p>AI2C’s foundational research mission spans basic research (budget activity 6.1) and applied research (budget activity 6.2) as defined by 32 CFR 22.105 but may include advanced technology development (budget activity 6.3) and advanced component development and prototypes (budget activity 6.4) when opportunities arise to directly or indirectly help achieve AI2C’s mission.</p><p>&nbsp;</p><p>This publication constitutes a BAA for awards as contemplated in FAR 6.102(d)(2) and 35.016 as well as a merit-based, competitive procedure in accordance with the Department of Defense Grant and Agreement Regulations (DoDGARS) at 32 CFR 22.315(a) and the Office of the Under Secretary of Defense for Acquisition and Sustainment Other Transaction Guide version 2.0 dated July 2023.</p>"
"7b27d754-934f-4b2a-bdec-a0e151672d8e","F25AS00216","F25AS00216 - Aquatic Invasive Species Grants to Great Lakes States - Fiscal Year 2025 Great Lakes Restoration Initiative","posted","DOI-FWS","discretionary","","2025-01-13","2025-12-31","All pre-proposals (including Project Narrative, Budget Narrative) must be received no later than 23:59 pm Eastern Standard Time 60 days after this NOFO is posted to grants.gov.All pre-proposals will be submitted via email to:  fws3_fisheries_grants@fws.gov.Pre-proposals will be ranked to determine funding levels for each at which time applicants will be notified via email of approved funding amounts.Full proposals are due within 60 days of email notification of funding level (by 23:59 pm Eastern Standard Time). If grant request will be combined with Interjurisdictional AIS Grant (solicited under separate NOFO), then full proposal will be due 60 days after notice of both Interjurisdictional AIS Grant opportunity funding level and this NOFO funding level. Applicants must submit full proposal applications, for the approved funding amounts, via GrantSolutions.","","False","","3799000","100000","800000","","","15.662|Great Lakes Restoration","cooperative_agreement;grant","natural_resources","","other","We are seeking one application from a primary state natural resource agency in each of the Great Lakes states. However, that agency may designate an entity (of any type) to apply for the award on their behalf","Fish and Wildlife Service","Department of the Interior","Nathan Evans
nathan_evans@fws.gov","nathan_evans@fws.gov","nathan_evans@fws.gov","False","","","","","","","2025-01-13 19:57:46+00:00","2025-01-13 19:57:46+00:00","Using appropriations to the Great Lakes Restoration Initiative (GLRI), the U.S. Fish and Wildlife Service (FWS) anticipates providing grants to support implementation of Great Lakes State Aquatic Invasive Species Management Plans (State AIS Plans). State AIS Plans have been transmitted by state governors and then approved by the Aquatic Nuisance Species Task Force. All state grants will be awarded based on a competitive process for which only Great Lakes states or their designee are eligible.Funding is provided to support implementation of State AIS Plans which helps states in preventing introduction and spread of AIS on state and surrounding lands. State environmental agencies develop the science-based plans and approaches to make sound decisions to prevent the introduction and spread of AIS and adapt to changes in state waters over time.Proposed work must either be within the Great Lakes Basin or near enough to the basin that it contributes substantially to the prevention and/or control of AIS in the Great Lakes Basin. Activities such as outreach, boat ramp inspections, and/or law enforcement are often done outside the basin but make substantial contributions when work is done in areas where people are likely to transit (and thereby potentially transfer AIS) into the Great Lakes Basin. Early detection, rapid response, and/or control efforts outside the basin must address:•      Species with a substantial potential for interbasin transfer (e.g., hydrilla in a waterbody near the Great Lakes Basin that receives heavy boat use).•      Species of significant concern to the Great Lakes community within a Great Lakes state.•      Activities where the primary motivation is to prevent transfer of AIS into the Great Lakes Basin.In the end, we are pursuing and funding whatever actions have the greatest benefit to the Great Lakes Basin.INVASIVE CARP WORK IS ONLY ELIGIBLE FOR CONSIDERATION IF IT HAS BEEN INITIALLY SUBMITTED AND VETTED THROUGH THE ANNUAL DEVELOPMENT AND APPROVAL PROCESS FOR THE INVASIVE CARP REGIONAL COORDINATING COMMITTEE'S (ICRCC) INVASIVE CARP ACTION PLAN. Invasive carp work funded and implemented through the Action Plan is coordinated through the ICRCC.  The ICRCC develops an annual work plan that is largely supported through a separate source of GLRI funding and which undergoes a separate review process that includes Office of Management and Budget (OMB) review and approval."
"4f906add-a968-4b6d-998f-3affe46f681e","PAR-24-235","Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T32)","posted","HHS-NIH11","discretionary","","2024-09-03","2027-01-25","","2027-03-02","False","","","","","http://grants.nih.gov/grants/guide/pa-files/PAR-24-235.html","https://grants.nih.gov/grants/guide/pa-files/PAR-24-235.html","93.859|Biomedical Research and Research Training","cooperative_agreement","health","","public_and_state_institutions_of_higher_education;other;other_native_american_tribal_organizations;federally_recognized_native_american_tribal_governments;private_institutions_of_higher_education","Other Eligible Applicants include the following:
 Indian/Native American Tribal Governments (Other than Federally Recognized); Tribally Controlled Colleges and Universities (TCCUs) ; See Funding Announcement for Eligibility Details 

Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply

Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.

Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.","National Institutes of Health","Department of Health and Human Services","NIH Grants Information
grantsinfo@nih.gov","grantsinfo@nih.gov","See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.","False","","","","","","","2024-09-03 18:45:39+00:00","2024-09-03 18:45:39+00:00","The purpose of the Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) program is to fund federally recognized American Indian/Alaska Native (AI/AN) Tribes, tribal colleges or universities, Tribal health programs, or Tribal organizations (collectively termed, eligible Tribal Entities) to identify and develop a pool of scientists to conduct research on AI/AN health and health disparities. Through this Notice of Funding Opportunity (NOFO), NIGMS will provide support for a phased award to eligible AI/AN Tribal Entities to develop (UE5) and implement (T32) effective training and mentoring activities for research-oriented individuals earning a doctoral degree in a biomedical research field at a variety of institutions across the United States and territories. The overall purpose is to support the development of individuals who have the technical, operational, and professional skills required to conduct AI/AN health research in a culturally appropriate, ethically responsible and rigorous manner, to complete Ph.D.s in a biomedical field, and to transition into careers in the biomedical research workforce."
"dbf86ea9-d57b-40c2-84fd-5491301b2255","RFA-AG-26-006","Artificial Intelligence and Technology Collaboratory","forecasted","HHS-NIH11","discretionary","","2025-06-12","","","","False","","","","","","","93.866|Aging Research","grant","health","","federally_recognized_native_american_tribal_governments;for_profit_organizations_other_than_small_businesses;independent_school_districts;public_and_indian_housing_authorities;small_businesses;public_and_state_institutions_of_higher_education;private_institutions_of_higher_education;county_governments;nonprofits_non_higher_education_with_501c3;other_native_american_tribal_organizations;state_governments","","National Institutes of Health","Department of Health and Human Services","","NIAAITC@nih.gov","NIAAITC@nih.gov","True","2025-08-15","2025-10-15","","2026-07-15","2026-07-15","2026","2025-06-09 20:05:30+00:00","2025-06-12 14:22:15+00:00","<p>The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications for the NIA Artificial Intelligence and Technology Collaboratories (AITC) Program. The AITC Program promotes the development and implementation of artificial intelligence (AI) approaches and technology through research projects for aging and Alzheimer's disease (AD) and AD-related dementias (ADRD) research. All applications should propose strategies for addressing ethical challenges surrounding AI and technology&nbsp;development and implementation, and to employ, when possible, best practices established in the fields of aging and AD/ADRD. The AITC Program supports innovative cross-disciplinary collaborative teams, with investigators from academia, non-profit, and healthcare sectors across a wide range of disciplines working to advance priorities in aging and AD/ADRD research.</p><p><br></p><p>Goals of the AITC Program are as follows: (1) serve as a national resource to promote development and implementation of innovative AI and technology approaches to advance aging and AD/ADRD priorities; (2) support nationwide research projects to develop and implement AI and technology approaches and respond rapidly to emerging priorities in the shifting AI and technology landscape; and, (3) collaborate with a wide range of stakeholders in addressing algorithmic fairness and how to incorporate AI and technology approaches in the special circumstances of individuals experiencing cognitive decline/impairment.</p><p><br></p><p>Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO intends to utilize the P30 activity code. Investigators with expertise and insights into this area of aging research are encouraged to begin to consider applying for this new NOFO.</p>"
"49015f5d-da01-47dd-908f-147099d9e6de","PAR-24-236","Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T34)","posted","HHS-NIH11","discretionary","","2024-09-03","2027-01-25","","2027-03-02","False","","","","","http://grants.nih.gov/grants/guide/pa-files/PAR-24-236.html","https://grants.nih.gov/grants/guide/pa-files/PAR-24-236.html","93.859|Biomedical Research and Research Training","cooperative_agreement","health","","other_native_american_tribal_organizations;private_institutions_of_higher_education;federally_recognized_native_american_tribal_governments;public_and_state_institutions_of_higher_education;other","Other Eligible Applicants include the following:
 Indian/Native American Tribal Governments (Other than Federally Recognized); Tribally Controlled Colleges and Universities (TCCUs) ; See Funding Announcement for Eligibility Details 

Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply

Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.

Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.","National Institutes of Health","Department of Health and Human Services","NIH Grants Information
grantsinfo@nih.gov","grantsinfo@nih.gov","See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.","False","","","","","","","2024-09-03 18:48:17+00:00","2024-09-03 18:48:17+00:00","The purpose of the Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) program is to fund federally recognized American Indian/Alaska Native (AI/AN) Tribes, tribal colleges or universities, Tribal health programs, or Tribal organizations (collectively termed, eligible Tribal Entities) to identify and develop a pool of scientists to conduct research on AI/AN health and health disparities. Through this Notice of Funding Opportunity (NOFO), NIGMS will provide support for a phased award to eligible AI/AN Tribal Entities to develop (UE5) and implement (T34) effective training and mentoring activities for research-oriented individuals earning a bachelor's degree in a biomedically-relevant  field at a variety of institutions across the United States and territories. The overall purpose is to support the development of individuals who have the technical, operational, and professional skills required to conduct AI/AN health research in a culturally appropriate, ethically responsible and rigorous manner, to complete a bachelor's degree in a biomedical field, and ultimately to transition into careers in the biomedical research workforce."
"508e8ee7-6925-4593-a548-66578974572f","24-569","Mathematical Foundations of Artificial Intelligence","posted","NSF","discretionary","","2024-05-02","2025-10-10","","2026-11-08","False","","8500000","500000","1500000","http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf24569","NSF Publication 24-569","47.075|Social, Behavioral, and Economic Sciences;47.049|Mathematical and Physical Sciences;47.041|Engineering;47.070|Computer and Information Science and Engineering","grant","science_technology_and_other_research_and_development","","other","*Who May Submit Proposals: Proposals may only be submitted by the following:
  -Non-profit, non-academic organizations: Independent museums, observatories, research laboratories, professional societies and similar organizations located in the U.S. that are directly associated with educational or research activities.
  -
<span>Institutions of Higher Education (IHEs) - Two- and four-year IHEs (including community colleges) accredited in, and having a campus located in the US, acting on behalf of their faculty members.</span>


*Who May Serve as PI:
<div class=""OutlineElement Ltr SCXW177155816 BCX0"">
<p class=""Paragraph SCXW177155816 BCX0""><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW177155816 BCX0"">As of the date the proposal is </span><span class=""NormalTextRun SCXW177155816 BCX0"">submitted</span><span class=""NormalTextRun SCXW177155816 BCX0"">, any PI, co-PI, or senior/key personnel must hold either:</span></span></span><span class=""EOP TrackedChange SCXW177155816 BCX0"" data-ccp-props=""{""></span>

<ul>
<li><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">a tenured or tenure-track position, </span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">or</span></span><span class=""EOP TrackedChange SCXW177155816 BCX0"" data-ccp-props=""{""></span></li>
<li><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">a primary, full-time, paid appointment in a research or teaching position</span></span></li>
</ul>
<span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW177155816 BCX0"">at a US-based campus of an organization eligible to </span><span class=""NormalTextRun SCXW177155816 BCX0"">submit</span><span class=""NormalTextRun SCXW177155816 BCX0""> to this solicitation (see above), with exceptions granted for family or medical leave, as </span><span class=""NormalTextRun SCXW177155816 BCX0"">determined</span><span class=""NormalTextRun SCXW177155816 BCX0""> by the </span><span class=""NormalTextRun SCXW177155816 BCX0"">submitting</span><span class=""NormalTextRun SCXW177155816 BCX0""> organization. Individuals with </span></span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">primary</span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW177155816 BCX0""><span class=""TextRun SCXW177155816 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""> appointments at for-profit non-academic organizations or at overseas branch campuses of U.S. institutions of higher education are not eligible.</span></span><span class=""EOP TrackedChange SCXW177155816 BCX0"" data-ccp-props=""{""></span></div>","U.S. National Science Foundation","U.S. National Science Foundation","NSF grants.gov support
grantsgovsupport@nsf.gov","grantsgovsupport@nsf.gov","If you have any problems linking to this funding announcement, please contact the email address above.","False","","","","","","","2024-05-02 05:00:20+00:00","2025-05-01 05:00:13+00:00","<span class=""TextRun SCXW5499492 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW5499492 BCX9"">Machine Learning and Artificial Intelligence (AI) are enabling extraordinary scientific breakthroughs in fields ranging from protein folding, natural language processing, drug synthesis, and recommender </span></span>systems to the discovery of novel engineering materials and products. These achievements lie at the confluence of mathematics, statistics, engineering and computer science, yet a clear explanation of the remarkable power and also the limitations of such AI systems has eluded scientists from all disciplines. Critical foundational gaps remain that, if not properly addressed, will soon limit advances in machine learning, curbing progress in artificial intelligence. It appears increasingly unlikely that these critical gaps can be surmounted with increased computational power and experimentation alone. Deeper mathematical understanding is essential to ensuring that AI can be harnessed to meet the future needs of society and enable broad scientific discovery, while forestalling the unintended consequences of a disruptive technology.


The National Science Foundation Directorates for Mathematical and Physical Sciences (MPS), Computer and Information Science and Engineering (CISE), Engineering (ENG), and Social, Behavioral and Economic Sciences (SBE) will jointly sponsor research collaborations consisting of mathematicians, statisticians, computer scientists, engineers, and social and behavioral scientists focused on the mathematical and theoretical foundations of AI. Research activities should focus on the most challenging mathematical and theoretical questions aimed at understanding the capabilities, limitations, and emerging properties of AI methods as well as the development of novel, and mathematically grounded, design and analysis principles for the current and next generation of AI approaches.


<span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">Specific research goals include: establishing a fundamental mathematical understanding of the</span><span class=""TrackChangeTextInsertion TrackedChange SCXW112196119 BCX9""><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">factors determining the </span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW112196119 BCX9""><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">capabilities and limitations of</span></span><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""> current </span><span class=""TrackChangeTextInsertion TrackedChange SCXW112196119 BCX9""><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">and emerging </span></span><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">generation</span><span class=""TrackChangeTextInsertion TrackedChange SCXW112196119 BCX9""><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">s</span></span><span class=""TextRun SCXW112196119 BCX9"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW112196119 BCX9""> of</span><span class=""NormalTextRun CommentStart CommentHighlightPipeRest CommentHighlightRest SCXW112196119 BCX9""> AI systems,</span></span> including, but not limited to, foundation models, generative models, deep learning, statistical learning, federated learning, and other evolving paradigms; the development of mathematically grounded design and analysis principles for the current and next generations of AI systems; rigorous approaches for characterizing and validating machine learning algorithms and their predictions; research enabling provably reliable, translational, general-purpose AI systems and algorithms; e<span class=""TextRun SCXW130074789 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">ncouragement of new collaborations</span><span class=""TextRun SCXW130074789 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">&#8239;in this interdisciplinary research community and between institution</span><span class=""TrackChangeTextInsertion TrackedChange SCXW130074789 BCX0""><span class=""TextRun SCXW130074789 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none"">s.</span></span>


The overall goal is to establish innovative and principled design and analysis approaches for AI technology using creative yet theoretically grounded mathematical and statistical frameworks, yielding explainable and interpretable models that can enable sustainable, socially responsible, and trustworthy AI.

<div></div>"
"68e1c3f7-51e4-472d-bc5d-89d4deb2eda0","TEMP-30895","Native American Research Centers for Health (NARCH) Planning Grants","forecasted","HHS-NIH11","discretionary","","2025-05-27","","","","False","","","","","","","93.859|Biomedical Research and Research Training","grant","health","","private_institutions_of_higher_education;public_and_state_institutions_of_higher_education;for_profit_organizations_other_than_small_businesses;federally_recognized_native_american_tribal_governments;state_governments;county_governments;small_businesses;public_and_indian_housing_authorities;nonprofits_non_higher_education_with_501c3;other;independent_school_districts","The applicant organization must meet one of the following criteria:

A federally recognized AI/AN Tribe, as defined under 25 U.S.C. 1603(14); or
A Tribal college or university, a Tribal health program, or a Tribal organization as defined under 25 U.S.C. 1603 (24), (25), and (26), respectively; or
A consortium of two or more of those Tribal entities.
Additionally, eligibility is limited to federally-recognized Tribes or Tribal entities that have never been supported by a NARCH S06 award and, at the time of submission, are not supported by an active NARCH Planning Grant award. Active awards include those in no-cost extension.","National Institutes of Health","Department of Health and Human Services","","cfrincu@mail.nih.gov","cfrincu@mail.nih.gov","True","2025-06-06","2025-07-07","","2026-04-01","2026-04-01","2026","2025-05-27 19:57:43+00:00","2025-05-27 19:57:43+00:00","<p><span style=""color: rgb(51, 51, 51);"">The Native American Research Centers for Health (NARCH) Planning Grants program will support federally-recognized American Indian/Alaska Native (AI/AN) Tribes, Tribal colleges and universities, Tribal health programs, or Tribal organizations&nbsp;(collectively, federally- recognized Tribes and eligible AI/AN Tribal entities) to plan and conduct preparatory work for developing competitive NARCH applications.</span></p>"
